iteration,best_so_far,best_iter,worst_iter,mean_fitness,median_fitness,stddev_fitness
1142,8.36114,8.65308,10675.1,223.087,9.15795,1493.15
1143,8.36114,9.03745,10675.1,225.441,11.4573,1492.81
1144,8.36114,8.48683,10675.1,222.817,9.07714,1493.19
1145,8.36114,9.01558,10675.1,225.862,12.1025,1492.75
1146,8.36114,8.56142,10675.1,223.73,9.59794,1493.06
1147,8.36114,8.7206,10675.1,225.29,11.7175,1492.84
1148,8.36114,8.70615,10675.1,223.181,9.53085,1493.13
1149,8.36114,8.6846,10675.1,225.314,11.9083,1492.83
1150,8.36114,8.68871,10675.1,223.63,9.72808,1493.07
1151,8.36114,8.96038,10675.1,225.035,11.2586,1492.87
1152,8.36114,8.53132,10675.1,223.06,9.4404,1493.15
1153,8.36114,8.71817,10675.1,225.019,11.2122,1492.87
1154,8.36114,8.53535,10675.1,222.94,9.34708,1493.17
1155,8.36114,8.8639,10675.1,225.085,11.1068,1492.86
1156,8.36114,8.71231,10675.1,223.237,9.51395,1493.13
1157,8.36114,9.38872,10675.1,225.541,11.7517,1492.8
1158,8.36114,8.77437,10675.1,223.703,9.79954,1493.06
1159,8.36114,8.71061,10675.1,225.275,11.5653,1492.84
1160,8.36114,8.55008,10675.1,222.947,9.38786,1493.17
1161,8.36114,8.91198,10675.1,225.001,11.0224,1492.88
1162,8.36114,8.62898,10675.1,222.842,9.14439,1493.18
1163,8.36114,8.98504,10675.1,225.032,11.1951,1492.87
1164,8.36114,8.57972,10675.1,223.31,9.23884,1493.12
1165,8.36114,8.50452,10675.1,224.368,10.7593,1492.96
1166,8.36114,8.59734,10675.1,222.739,9.26793,1493.2
1167,8.36114,8.89907,10675.1,224.56,10.5984,1492.94
1168,8.36114,8.57801,10675.1,222.974,9.17658,1493.16
1169,8.36114,8.7206,10675.1,224.884,11.2717,1492.89
1170,8.36114,8.56897,10675.1,222.82,9.26678,1493.19
1171,8.36114,8.50962,10675.1,224.839,11.0026,1492.9
1172,8.36114,8.80708,10675.1,223.069,9.29445,1493.15
1173,8.36114,9.05801,10675.1,225.009,11.4839,1492.87
1174,8.36114,8.6986,10675.1,222.911,9.24015,1493.17
1175,8.36114,9.38402,10675.1,225.373,11.9041,1492.82
1176,8.36114,8.63194,10675.1,223.055,9.17608,1493.15
1177,8.36114,8.55898,10675.1,225.259,11.7088,1492.84
1178,8.36114,8.64412,10675.1,223.405,9.47551,1493.1
1179,8.36114,8.64592,10675.1,224.687,11.0811,1492.92
1180,8.36114,8.6864,10675.1,223.354,9.51234,1493.11
1181,8.36114,8.75754,10675.1,224.606,10.9167,1492.93
1182,8.36114,8.67642,10675.1,222.929,9.286,1493.17
1183,8.36114,9.2411,10675.1,224.639,11.1245,1492.93
1184,8.36114,8.66141,10675.1,222.912,9.31747,1493.17
1185,8.36114,9.1781,10675.1,224.975,11.2274,1492.88
1186,8.36114,8.85418,10675.1,223.167,9.47058,1493.14
1187,8.36114,9.11307,10675.1,225.042,11.422,1492.87
1188,8.36114,8.5296,10675.1,222.936,9.22173,1493.17
1189,8.36114,8.86328,10675.1,225.305,11.8107,1492.83
1190,8.36114,8.63727,10675.1,223.049,9.29551,1493.15
1191,8.36114,9.04735,10675.1,225.267,11.5766,1492.84
1192,8.36114,8.65185,10675.1,223.344,9.49761,1493.11
1193,8.36114,9.05982,10675.1,224.74,11.4581,1492.91
1194,8.36114,8.6855,10675.1,222.993,9.28662,1493.16
1195,8.36114,8.90284,10675.1,224.639,11.0608,1492.93
1196,8.36114,8.73801,10675.1,223.005,9.23802,1493.16
1197,8.36114,9.16531,10675.1,225.013,11.2942,1492.87
1198,8.36114,8.55057,10675.1,222.895,9.27017,1493.17
1199,8.36114,9.10717,10675.1,225.011,11.2058,1492.87
1200,8.36114,8.75349,10675.1,222.994,9.12431,1493.16
1201,8.36114,8.80145,10675.1,225.413,11.8903,1492.82
1202,8.36114,8.62378,10675.1,223.154,9.40135,1493.14
1203,8.36114,8.84355,10675.1,225.526,12.2887,1492.8
1204,8.36114,8.73746,10675.1,223.821,9.88773,1493.04
1205,8.36114,8.96773,10675.1,224.731,11.0971,1492.91
1206,8.36114,8.79912,10675.1,223.156,9.46282,1493.14
1207,8.36114,8.85222,10675.1,224.48,10.9946,1492.95
1208,8.36114,8.67818,10675.1,222.747,9.21605,1493.2
1209,8.36114,8.79158,10675.1,224.784,10.9218,1492.91
1210,8.36114,8.56362,10675.1,223.047,9.37411,1493.15
1211,8.36114,9.08717,10675.1,224.855,11.221,1492.9
1212,8.36114,8.58854,10675.1,222.989,9.0559,1493.16
1213,8.36114,9.06184,10675.1,224.638,11.2023,1492.93
1214,8.36114,8.49889,10675.1,222.873,9.231,1493.18
1215,8.36114,9.15487,10675.1,224.85,11.4014,1492.9
1216,8.36114,8.6221,10675.1,222.941,9.14268,1493.17
1217,8.36114,9.09245,10675.1,224.572,10.961,1492.94
1218,8.36114,8.62328,10675.1,222.629,9.17858,1493.21
1219,8.36114,8.56786,10675.1,224.897,11.2486,1492.89
1220,8.36114,8.57943,10675.1,223.24,9.13217,1493.13
1221,8.36114,8.63949,10675.1,224.492,10.7883,1492.95
1222,8.36114,8.51188,10675.1,222.935,8.93845,1493.17
1223,8.36114,8.74226,10675.1,224.573,10.9391,1492.94
1224,8.36114,8.4799,10675.1,222.696,8.94765,1493.2
1225,8.36114,8.6225,10675.1,224.561,11.0944,1492.94
1226,8.36114,8.48637,10675.1,223.061,9.12853,1493.15
1227,8.36114,8.7646,10675.1,223.948,10.5041,1493.02
1228,8.36114,8.5204,10675.1,222.686,9.16221,1493.2
1229,8.36114,8.81966,10675.1,224.327,10.7451,1492.97
1230,8.36114,8.36502,10675.1,222.766,8.96866,1493.19
1231,8.36114,8.66208,10675.1,224.015,10.7262,1493.02
1232,8.36114,8.38243,10675.1,222.753,9.0746,1493.2
1233,8.36114,8.50413,10675.1,223.848,10.4904,1493.04
1234,8.36114,8.40543,10675.1,222.52,8.92447,1493.23
1235,8.36114,8.72048,10675.1,224.094,10.6496,1493
1236,8.34429,8.34429,10675.1,222.4,8.86228,1493.25
1237,8.34429,8.53112,10675.1,224.003,10.5561,1493.02
1238,8.34429,8.36674,10675.1,222.623,8.86446,1493.21
1239,8.34429,8.62127,10675.1,223.755,9.94167,1493.05
1240,8.34429,8.47128,10675.1,222.45,8.90357,1493.24
1241,8.34429,8.79039,10675.1,223.765,10.3744,1493.05
1242,8.34429,8.4348,10675.1,222.343,8.86561,1493.25
1243,8.34429,8.77163,10675.1,224.115,10.8411,1493
1244,8.34429,8.38684,10675.1,222.351,8.78074,1493.25
1245,8.34429,8.53594,10675.1,224.351,10.9149,1492.97
1246,8.34429,8.36068,10675.1,222.605,8.95126,1493.22
1247,8.34429,8.5477,10675.1,224.011,10.7103,1493.02
1248,8.34429,8.37124,10675.1,222.606,8.96524,1493.22
1249,8.34429,9.07995,10675.1,223.973,10.379,1493.02
1250,8.34429,8.39777,10675.1,222.62,8.8745,1493.21
1251,8.34429,8.46934,10675.1,223.899,10.4626,1493.03
1252,8.32205,8.32205,10675.1,222.8,8.91182,1493.19
1253,8.32205,8.41593,10675.1,223.828,10.2201,1493.04
1254,8.22385,8.22385,10675.1,222.517,8.92477,1493.23
1255,8.22385,8.68017,10675.1,223.804,10.3164,1493.05
1256,8.22385,8.26612,10675.1,222.571,8.90588,1493.22
1257,8.22385,8.44578,10675.1,223.436,10.0039,1493.1
1258,8.22385,8.27002,10675.1,222.369,8.72326,1493.25
1259,8.22385,8.37538,10675.1,223.313,9.77014,1493.12
1260,8.22385,8.41033,10675.1,222.366,8.88948,1493.25
1261,8.22385,8.45574,10675.1,223.631,9.79583,1493.07
1262,8.21679,8.21679,10675.1,222.383,8.71108,1493.25
1263,8.21679,8.52252,10675.1,223.44,9.87759,1493.1
1264,8.09656,8.09656,10675.1,222.244,8.72854,1493.27
1265,8.09656,8.30198,10675.1,223.265,9.78129,1493.12
1266,8.09656,8.21278,10675.1,222.15,8.63404,1493.28
1267,8.09656,8.43611,10675.1,223.748,10.1771,1493.05
1268,8.09656,8.18435,10675.1,222.648,8.61634,1493.21
1269,7.9608,7.9608,10675.1,223.52,9.89484,1493.09
1270,7.9608,8.21481,10675.1,222.37,8.60423,1493.25
1271,7.9608,8.51352,10675.1,223.455,9.80385,1493.1
1272,7.9608,8.22711,10675.1,222.238,8.55693,1493.27
1273,7.9608,8.56689,10675.1,223.396,9.7652,1493.1
1274,7.9608,8.08878,10675.1,222.445,8.64111,1493.24
1275,7.9608,8.246,10675.1,223.546,10.1816,1493.08
1276,7.9608,8.21708,10675.1,222.33,8.69877,1493.26
1277,7.9608,8.35864,10675.1,223.343,9.78943,1493.11
1278,7.9608,8.24553,10675.1,222.295,8.69495,1493.26
1279,7.9608,8.55517,10675.1,223.169,9.90782,1493.14
1280,7.9608,8.2053,10675.1,222.054,8.65772,1493.29
1281,7.9608,8.56893,10675.1,223.576,10.1223,1493.08
1282,7.9608,8.26322,10675.1,222.158,8.65298,1493.28
1283,7.9608,8.78427,10675.1,223.905,10.4509,1493.03
1284,7.9608,8.28754,10675.1,222.609,8.69514,1493.22
1285,7.9608,8.35266,10675.1,223.421,10.1403,1493.1
1286,7.9608,8.26965,10675.1,222.333,8.74837,1493.25
1287,7.9608,8.52492,10675.1,223.62,10.1282,1493.07
1288,7.9608,8.21433,10675.1,222.144,8.61015,1493.28
1289,7.9608,8.30479,10675.1,223.845,10.1746,1493.04
1290,7.9608,8.25698,10675.1,222.464,8.75148,1493.24
1291,7.9608,8.43677,10675.1,223.98,10.5403,1493.02
1292,7.9608,8.23027,10675.1,222.366,8.63251,1493.25
1293,7.9608,8.2713,10675.1,223.292,9.89245,1493.12
1294,7.9608,8.16329,10675.1,222.248,8.61753,1493.27
1295,7.9608,8.30005,10675.1,223.369,9.92539,1493.11
1296,7.9608,8.19678,10675.1,222.327,8.74189,1493.26
1297,7.9608,8.4418,10675.1,223.283,9.69664,1493.12
1298,7.9608,8.20206,10675.1,222.239,8.67025,1493.27
1299,7.9608,8.63723,10675.1,223.057,9.49632,1493.15
1300,7.9608,8.14166,10675.1,221.901,8.43614,1493.32
1301,7.9608,8.29649,10675.1,223.41,9.9531,1493.1
1302,7.9608,8.14869,10675.1,222.24,8.61446,1493.27
1303,7.9608,8.37249,10675.1,223.176,9.80326,1493.13
1304,7.9608,8.16741,10675.1,222.302,8.56519,1493.26
1305,7.9608,8.52967,10675.1,223.055,9.73611,1493.15
1306,7.9608,8.06449,10675.1,221.972,8.50605,1493.31
1307,7.9608,8.39688,10675.1,223.309,9.95872,1493.12
1308,7.9608,8.01243,10675.1,222.02,8.47206,1493.3
1309,7.9608,8.17989,10675.1,223.351,9.89887,1493.11
1310,7.9608,8.09054,10675.1,222.162,8.59531,1493.28
1311,7.9608,8.14773,10675.1,223.342,9.77215,1493.11
1312,7.9608,8.14639,10675.1,222.351,8.75816,1493.25
1313,7.9608,8.3624,10675.1,223.47,9.92086,1493.09
1314,7.9608,8.25083,10675.1,222.338,8.76015,1493.25
1315,7.9608,8.24568,10675.1,223.139,9.61648,1493.14
1316,7.9608,8.1272,10675.1,222.19,8.4883,1493.28
1317,7.9608,8.25126,10675.1,223.262,9.72864,1493.12
1318,7.9608,8.19588,10675.1,222.134,8.61483,1493.28
1319,7.9608,8.27178,10675.1,223.2,9.79688,1493.13
1320,7.9608,8.14466,10675.1,222.223,8.5967,1493.27
1321,7.9608,8.38977,10675.1,223.184,9.74128,1493.13
1322,7.9608,8.18258,10675.1,222.143,8.56463,1493.28
1323,7.9608,8.39422,10675.1,222.99,9.3713,1493.16
1324,7.9608,8.16838,10675.1,222.087,8.51787,1493.29
1325,7.9608,8.18358,10675.1,222.903,9.46992,1493.17
1326,7.9608,8.10784,10675.1,222.025,8.48313,1493.3
1327,7.9608,8.39485,10675.1,223.341,9.76699,1493.11
1328,7.9608,8.19796,10675.1,222.423,8.62066,1493.24
1329,7.9608,8.47942,10675.1,223.007,9.58074,1493.16
1330,7.9608,8.02345,10675.1,222.123,8.59144,1493.28
1331,7.9608,8.18033,10675.1,222.953,9.69387,1493.17
1332,7.9608,8.0558,10675.1,221.98,8.39651,1493.31
1333,7.9608,8.24815,10675.1,223.063,9.50788,1493.15
1334,7.9608,7.9946,10675.1,222.041,8.47891,1493.3
1335,7.9608,8.23034,10675.1,222.794,9.30488,1493.19
1336,7.9608,8.01537,10675.1,221.794,8.35081,1493.33
1337,7.9608,8.35414,10675.1,223.093,9.55194,1493.15
1338,7.9608,7.96657,10675.1,221.851,8.35473,1493.32
1339,7.9608,8.20977,10675.1,222.822,9.604,1493.19
1340,7.9608,7.97521,10675.1,221.865,8.34452,1493.32
1341,7.9608,8.13125,10675.1,222.759,9.37518,1493.19
1342,7.87256,7.87256,10675.1,222.019,8.40026,1493.3
1343,7.87256,8.14016,10675.1,223.043,9.45131,1493.15
1344,7.87256,7.96834,10675.1,221.956,8.41489,1493.31
1345,7.87256,7.98678,10675.1,222.905,9.5383,1493.17
1346,7.87256,7.91368,10675.1,221.755,8.21544,1493.34
1347,7.87256,8.29965,10675.1,222.889,9.40541,1493.18
1348,7.87256,7.9535,10675.1,221.964,8.2026,1493.31
1349,7.87256,8.06516,10675.1,222.804,9.49022,1493.19
1350,7.87256,7.99909,10675.1,221.976,8.19436,1493.31
1351,7.87256,8.09014,10675.1,222.778,9.32502,1493.19
1352,7.87256,7.88651,10675.1,221.777,8.21231,1493.33
1353,7.87256,7.95891,10675.1,222.491,9.18452,1493.23
1354,7.87256,7.91753,10675.1,221.64,8.20928,1493.35
1355,7.87256,8.07484,10675.1,222.715,9.40204,1493.2
1356,7.86699,7.86699,10675.1,221.652,8.18226,1493.35
1357,7.86699,8.08577,10675.1,222.811,9.1326,1493.19
1358,7.79571,7.79571,10675.1,221.718,8.1438,1493.34
1359,7.79571,7.94549,10675.1,222.622,9.28525,1493.21
1360,7.79571,7.83101,10675.1,221.685,8.17138,1493.35
1361,7.79571,8.08868,10675.1,222.583,9.15295,1493.22
1362,7.79571,7.84387,10675.1,221.815,8.33498,1493.33
1363,7.79571,8.16513,10675.1,222.854,9.4686,1493.18
1364,7.79571,7.84253,10675.1,221.924,8.43014,1493.31
1365,7.79571,8.03899,10675.1,222.587,9.2647,1493.22
1366,7.79571,7.81889,10675.1,221.807,8.17364,1493.33
1367,7.79571,7.97264,10675.1,222.646,9.28115,1493.21
1368,7.79571,7.86048,10675.1,221.698,8.19335,1493.35
1369,7.79571,8.0174,10675.1,222.441,8.97731,1493.24
1370,7.74818,7.74818,10675.1,221.528,8.03407,1493.37
1371,7.74818,8.09474,10675.1,222.524,9.01816,1493.23
1372,7.74818,7.79907,10675.1,221.613,8.04677,1493.36
1373,7.74818,7.81094,10675.1,222.529,8.97745,1493.23
1374,7.74818,7.82764,10675.1,221.568,8.07861,1493.36
1375,7.74818,8.14484,10675.1,222.687,9.16846,1493.2
1376,7.74351,7.74351,10675.1,221.707,8.06149,1493.34
1377,7.74351,7.80882,10675.1,222.726,9.15707,1493.2
1378,7.74351,7.76316,10675.1,221.734,8.14305,1493.34
1379,7.74351,7.86677,10675.1,222.553,9.07183,1493.22
1380,7.74351,7.75838,10675.1,221.747,8.11372,1493.34
1381,7.74351,7.80145,10675.1,222.439,8.98262,1493.24
1382,7.74351,7.8618,10675.1,221.788,8.21011,1493.33
1383,7.74351,7.75751,10675.1,222.332,8.94933,1493.26
1384,7.74351,7.75242,10675.1,221.588,8.02358,1493.36
1385,7.74351,7.76239,10675.1,222.3,8.82639,1493.26
1386,7.74191,7.74191,10675.1,221.476,8.02279,1493.38
1387,7.74191,7.9534,10675.1,222.262,8.6603,1493.27
1388,7.74186,7.74186,10675.1,221.498,8.01003,1493.37
1389,7.74186,7.81694,10675.1,222.333,8.91298,1493.26
1390,7.63938,7.63938,10675.1,221.432,7.93935,1493.38
1391,7.63938,7.9403,10675.1,222.426,9.0423,1493.24
1392,7.63938,7.73476,10675.1,221.6,8.03477,1493.36
1393,7.63938,7.88127,10675.1,222.624,9.08969,1493.21
1394,7.63938,7.72127,10675.1,221.608,8.10416,1493.36
1395,7.63938,7.99649,10675.1,222.428,9.01772,1493.24
1396,7.63938,7.70064,10675.1,221.76,7.99454,1493.34
1397,7.63938,7.69733,10675.1,222.179,8.77089,1493.28
1398,7.63938,7.68424,10675.1,221.556,8.02642,1493.37
1399,7.63938,7.64854,10675.1,222.099,8.55726,1493.29
1400,7.63938,7.72053,10675.1,221.636,7.92181,1493.36
1401,7.63938,7.81812,10675.1,222.172,8.65029,1493.28
1402,7.63938,7.71629,10675.1,221.618,7.93862,1493.36
1403,7.63938,7.7937,10675.1,222.115,8.6971,1493.29
1404,7.63938,7.74595,10675.1,221.546,7.97244,1493.37
1405,7.63938,7.75301,10675.1,222.099,8.72604,1493.29
1406,7.63938,7.75974,10675.1,221.46,7.99726,1493.38
1407,7.63938,7.89745,10675.1,222.231,8.76123,1493.27
1408,7.63938,7.7337,10675.1,221.473,7.96121,1493.38
1409,7.63938,7.80338,10675.1,222.288,8.74053,1493.26
1410,7.63938,7.71993,10675.1,221.62,8.10078,1493.36
1411,7.63938,7.76329,10675.1,221.986,8.54469,1493.3
1412,7.63938,7.67677,10675.1,221.411,7.90927,1493.39
1413,7.63938,7.70663,10675.1,222.146,8.70567,1493.28
1414,7.63938,7.65912,10675.1,221.337,7.87468,1493.4
1415,7.63938,7.90614,10675.1,222.305,8.86268,1493.26
1416,7.63938,7.65071,10675.1,221.337,7.90017,1493.4
1417,7.63938,7.87409,10675.1,222.045,8.64171,1493.3
1418,7.62749,7.62749,10675.1,221.34,7.86365,1493.4
1419,7.62749,7.87013,10675.1,222.122,8.6103,1493.29
1420,7.62657,7.62657,10675.1,221.442,7.89804,1493.38
1421,7.62657,7.69437,10675.1,222.068,8.52267,1493.29
1422,7.62657,7.65463,10675.1,221.479,7.9333,1493.38
1423,7.62657,7.78521,10675.1,222.114,8.58741,1493.29
1424,7.62657,7.67768,10675.1,221.459,7.96714,1493.38
1425,7.62657,7.74689,10675.1,222.16,8.6349,1493.28
1426,7.62657,7.74591,10675.1,221.463,7.98092,1493.38
1427,7.62657,7.80228,10675.1,222.038,8.57286,1493.3
1428,7.62657,7.6748,10675.1,221.395,7.95213,1493.39
1429,7.62657,7.76873,10675.1,221.9,8.37937,1493.32
1430,7.58576,7.58576,10675.1,221.368,7.87814,1493.39
1431,7.58576,7.65213,10675.1,221.882,8.39132,1493.32
1432,7.58576,7.63028,10675.1,221.294,7.86702,1493.4
1433,7.58576,7.73779,10675.1,221.897,8.38646,1493.32
1434,7.58576,7.61191,10675.1,221.227,7.84675,1493.41
1435,7.58576,7.79476,10675.1,221.869,8.43298,1493.32
1436,7.52243,7.52243,10675.1,221.201,7.76052,1493.42
1437,7.52243,7.65504,10675.1,221.919,8.48394,1493.31
1438,7.47445,7.47445,10675.1,221.175,7.6997,1493.42
1439,7.47445,7.5795,10675.1,221.961,8.51499,1493.31
1440,7.47445,7.55752,10675.1,221.434,7.80788,1493.38
1441,7.47445,7.68108,10675.1,221.872,8.4905,1493.32
1442,7.47445,7.56802,10675.1,221.291,7.74906,1493.4
1443,7.47445,7.56724,10675.1,221.772,8.25644,1493.34
1444,7.47445,7.52655,10675.1,221.312,7.79808,1493.4
1445,7.47445,7.57628,10675.1,221.632,8.30556,1493.36
1446,7.46191,7.46191,10675.1,221.176,7.66033,1493.42
1447,7.46191,7.65492,10675.1,221.863,8.43403,1493.32
1448,7.46191,7.49382,10675.1,221.239,7.6811,1493.41
1449,7.46191,7.48191,10675.1,221.901,8.44897,1493.32
1450,7.46191,7.49784,10675.1,221.174,7.68808,1493.42
1451,7.46191,7.51112,10675.1,221.827,8.38906,1493.33
1452,7.39967,7.39967,10675.1,221.132,7.62192,1493.43
1453,7.39967,7.52379,10675.1,221.773,8.28467,1493.33
1454,7.39967,7.43584,10675.1,221.127,7.62904,1493.43
1455,7.39967,7.60708,10675.1,221.789,8.38006,1493.33
1456,7.39967,7.47719,10675.1,221.224,7.72827,1493.41
1457,7.39967,7.55992,10675.1,221.785,8.46811,1493.33
1458,7.39967,7.49973,10675.1,221.129,7.68736,1493.43
1459,7.39967,7.55001,10675.1,221.777,8.40242,1493.33
1460,7.39967,7.49492,10675.1,221.117,7.64109,1493.43
1461,7.39967,7.59643,10675.1,221.994,8.58267,1493.3
1462,7.39967,7.47929,10675.1,221.241,7.74929,1493.41
1463,7.39967,7.77666,10675.1,221.912,8.53376,1493.32
1464,7.39967,7.4773,10675.1,221.309,7.73143,1493.4
1465,7.39967,7.49748,10675.1,221.616,8.23733,1493.36
1466,7.38801,7.38801,10675.1,221.071,7.60331,1493.44
1467,7.38801,7.48748,10675.1,221.509,8.05279,1493.37
1468,7.3496,7.3496,10675.1,221.033,7.56745,1493.44
1469,7.3496,7.43891,10675.1,221.54,8.16443,1493.37
1470,7.3496,7.39225,10675.1,221.001,7.53617,1493.45
1471,7.3496,7.47456,10675.1,221.776,8.41409,1493.33
1472,7.3496,7.35858,10675.1,221.084,7.57832,1493.43
1473,7.33008,7.33008,10675.1,221.797,8.15966,1493.33
1474,7.28768,7.28768,10675.1,221.037,7.59809,1493.44
1475,7.28768,7.45739,10675.1,221.63,8.26245,1493.36
1476,7.28768,7.33188,10675.1,221.102,7.65416,1493.43
1477,7.28768,7.47054,10675.1,221.601,8.2752,1493.36
1478,7.28768,7.33787,10675.1,221.073,7.64642,1493.43
1479,7.28768,7.43664,10675.1,221.59,8.22944,1493.36
1480,7.28047,7.28047,10675.1,221.075,7.60644,1493.43
1481,7.28047,7.43708,10675.1,221.6,8.10704,1493.36
1482,7.28047,7.31785,10675.1,221.123,7.59157,1493.43
1483,7.28047,7.42411,10675.1,221.547,8.1738,1493.37
1484,7.28047,7.35391,10675.1,220.993,7.54848,1493.45
1485,7.28047,7.38989,10675.1,221.711,8.30742,1493.34
1486,7.28047,7.33955,10675.1,221.163,7.54572,1493.42
1487,7.28047,7.31077,10675.1,221.508,8.02167,1493.37
1488,7.28047,7.30268,10675.1,221.064,7.50895,1493.44
1489,7.28047,7.47576,10675.1,221.49,8.08564,1493.38
1490,7.28047,7.32771,10675.1,221.061,7.51442,1493.44
1491,7.28047,7.31937,10675.1,221.449,7.94484,1493.38
1492,7.28047,7.29629,10675.1,220.999,7.50104,1493.45
1493,7.28047,7.32432,10675.1,221.481,8.12003,1493.38
1494,7.28047,7.33024,10675.1,221.084,7.64444,1493.43
1495,7.28047,7.31678,10675.1,221.256,7.84501,1493.41
1496,7.28047,7.293,10675.1,220.906,7.47113,1493.46
1497,7.28047,7.36822,10675.1,221.277,7.87774,1493.41
1498,7.28047,7.29465,10675.1,220.879,7.49796,1493.46
1499,7.28047,7.44317,10675.1,221.543,8.14392,1493.37
1500,7.28047,7.31082,10675.1,220.94,7.52942,1493.45
1501,7.28047,7.48796,10675.1,221.544,8.08832,1493.37
1502,7.23756,7.23756,10675.1,220.831,7.40478,1493.47
1503,7.23756,7.39236,10675.1,221.583,8.15986,1493.36
1504,7.23756,7.25059,10675.1,220.967,7.45096,1493.45
1505,7.23756,7.26019,10675.1,221.419,8.04158,1493.39
1506,7.22491,7.22491,10675.1,220.881,7.45711,1493.46
1507,7.22491,7.31002,10675.1,221.52,8.04863,1493.37
1508,7.22491,7.23716,10675.1,220.912,7.39649,1493.46
1509,7.22491,7.3072,10675.1,221.573,8.15765,1493.36
1510,7.21893,7.21893,10675.1,221.021,7.58428,1493.44
1511,7.21893,7.3896,10675.1,221.384,7.99961,1493.39
1512,7.19409,7.19409,10675.1,220.849,7.41656,1493.47
1513,7.19409,7.29347,10675.1,221.476,8.07111,1493.38
1514,7.19409,7.21849,10675.1,220.946,7.44746,1493.45
1515,7.19409,7.38439,10675.1,221.392,8.05426,1493.39
1516,7.19409,7.20362,10675.1,220.823,7.39808,1493.47
1517,7.19409,7.42513,10675.1,221.443,8.0609,1493.38
1518,7.15328,7.15328,10675.1,220.824,7.40757,1493.47
1519,7.15328,7.34908,10675.1,221.382,7.91954,1493.39
1520,7.15328,7.15953,10675.1,220.849,7.37126,1493.47
1521,7.15328,7.28067,10675.1,221.349,7.98844,1493.4
1522,7.13777,7.13777,10675.1,220.826,7.35439,1493.47
1523,7.13777,7.21095,10675.1,221.217,7.73108,1493.41
1524,7.08455,7.08455,10675.1,220.751,7.25468,1493.48
1525,7.08455,7.13689,10675.1,221.196,7.69411,1493.42
1526,7.08455,7.0985,10675.1,220.783,7.26845,1493.48
1527,7.08455,7.14465,10675.1,221.236,7.8376,1493.41
1528,7.05132,7.05132,10675.1,220.911,7.30073,1493.46
1529,7.05132,7.14934,10675.1,221.175,7.88408,1493.42
1530,7.04882,7.04882,10675.1,220.763,7.25069,1493.48
1531,7.04882,7.16734,10675.1,221.133,7.76239,1493.43
1532,7.04882,7.07612,10675.1,220.69,7.21677,1493.49
1533,7.04882,7.25352,10675.1,221.247,7.79515,1493.41
1534,7.04882,7.06562,10675.1,220.699,7.20774,1493.49
1535,7.04882,7.09004,10675.1,221.22,7.80122,1493.41
1536,7.0134,7.0134,10675.1,220.721,7.22632,1493.49
1537,7.0134,7.11741,10675.1,221.047,7.63673,1493.44
1538,6.98244,6.98244,10675.1,220.666,7.22805,1493.49
1539,6.98244,7.05291,10675.1,221.023,7.64485,1493.44
1540,6.98244,7.01778,10675.1,220.59,7.14919,1493.5
1541,6.96878,6.96878,10675.1,221.136,7.70616,1493.43
1542,6.96878,6.97576,10675.1,220.601,7.08381,1493.5
1543,6.96878,7.10331,10675.1,221.027,7.60406,1493.44
1544,6.95067,6.95067,10675.1,220.653,7.11761,1493.49
1545,6.95067,6.98945,10675.1,221.012,7.59128,1493.44
1546,6.95067,6.9554,10675.1,220.609,7.15747,1493.5
1547,6.95067,6.99533,10675.1,221.006,7.6505,1493.44
1548,6.93232,6.93232,10675.1,220.549,7.10695,1493.51
1549,6.93232,6.95027,10675.1,220.952,7.53757,1493.45
1550,6.92018,6.92018,10675.1,220.494,7.08001,1493.52
1551,6.92018,6.96519,10675.1,221.033,7.62728,1493.44
1552,6.84102,6.84102,10675.1,220.557,7.05312,1493.51
1553,6.84102,7.03361,10675.1,220.869,7.44618,1493.46
1554,6.84102,6.8493,10675.1,220.461,6.99526,1493.52
1555,6.84102,6.92543,10675.1,220.964,7.60849,1493.45
1556,6.82983,6.82983,10675.1,220.517,7.03504,1493.51
1557,6.82983,6.84046,10675.1,220.975,7.51526,1493.45
1558,6.82058,6.82058,10675.1,220.428,7.01087,1493.53
1559,6.82058,6.8706,10675.1,220.844,7.32936,1493.47
1560,6.75054,6.75054,10675.1,220.376,6.88882,1493.53
1561,6.75054,6.81566,10675.1,220.909,7.51589,1493.46
1562,6.70806,6.70806,10675.1,220.433,7.0003,1493.53
1563,6.70806,6.81213,10675.1,220.968,7.39666,1493.45
1564,6.70806,6.71923,10675.1,220.452,6.93372,1493.52
1565,6.70806,6.94233,10675.1,220.959,7.39804,1493.45
1566,6.70806,6.73144,10675.1,220.493,6.97487,1493.52
1567,6.70806,6.77682,10675.1,220.739,7.2184,1493.48
1568,6.6659,6.6659,10675.1,220.337,6.8335,1493.54
1569,6.6659,6.76078,10675.1,220.71,7.25161,1493.49
1570,6.6659,6.70589,10675.1,220.287,6.81249,1493.55
1571,6.6659,6.7488,10675.1,220.761,7.31029,1493.48
1572,6.6659,6.6757,10675.1,220.34,6.82404,1493.54
1573,6.6659,6.66999,10675.1,220.725,7.32516,1493.48
1574,6.62438,6.62438,10675.1,220.257,6.80723,1493.55
1575,6.62438,6.69156,10675.1,220.734,7.22888,1493.48
1576,6.61432,6.61432,10675.1,220.226,6.78403,1493.56
1577,6.61432,6.62885,10675.1,220.721,7.143,1493.49
