iteration,agent,x,y,mass,fitness
17,26,0.080849,-0.223917,0.034504,0.0566754
17,27,9.7965,7.06685,0,145.912
17,28,0.22154,-0.204735,0.0344959,0.0909963
17,29,0.0982474,-0.259429,0.0344992,0.0769561
18,0,0.177775,-0.186512,0.0344938,0.0663908
18,1,0.311072,-0.143601,0.0344817,0.117387
18,2,0.18378,-0.221957,0.0344898,0.08304
18,3,0.290099,-0.248755,0.0344749,0.146036
18,4,0.160013,-0.226989,0.0344912,0.0771282
18,5,0.27378,-0.212023,0.0344811,0.119909
18,6,0.123474,-0.218862,0.0344945,0.0631463
18,7,0.140483,-0.197956,0.0344955,0.0589218
18,8,0.223819,0.320171,0.0344734,0.152604
18,9,0.212807,-0.575283,0.0344205,0.376237
18,10,0.157996,-0.191205,0.0344949,0.0615222
18,11,0.079043,-0.213087,0.0344973,0.0516539
18,12,0.0204098,-0.220914,0.0344978,0.0492195
18,13,0.192237,-0.174157,0.0344936,0.0672859
18,14,0.200305,-0.196797,0.0344908,0.078851
18,15,0.241264,-0.200637,0.0344862,0.0984633
18,16,0.245767,0.804673,0.034342,0.707899
18,17,0.189147,-0.221506,0.0344894,0.0848414
18,18,0.195869,-0.212182,0.0344897,0.0833859
18,19,0.196533,-0.223408,0.0344885,0.0885363
18,20,0.141261,-0.20955,0.0344944,0.0638657
18,21,0.159605,-0.239524,0.0344899,0.0828455
18,22,0.155914,-0.195858,0.0344946,0.0626694
18,23,0.191718,-0.219312,0.0344894,0.0848533
18,24,0.164727,-0.202777,0.0344933,0.0682534
18,25,0.144429,-0.200399,0.034495,0.0610194
18,26,0.140976,-0.21146,0.0344942,0.0645896
18,27,9.7965,7.06685,0,145.912
18,28,0.219391,-0.260629,0.034482,0.11606
18,29,0.043925,-0.190647,0.0345004,0.0382757
19,0,0.146542,-0.19804,0.0344884,0.0606947
19,1,0.164504,-0.173747,0.0344892,0.0572496
19,2,0.154669,-0.205105,0.0344871,0.0659906
19,3,0.184124,-0.2335,0.0344818,0.0884238
19,4,0.175715,-0.201037,0.0344859,0.0712915
19,5,0.183481,-0.220537,0.0344833,0.0823017
19,6,0.168934,-0.208247,0.0344857,0.0719056
19,7,0.118474,-0.217793,0.0344882,0.0614698
19,8,0.210965,0.0983426,0.0344899,0.0541774
19,9,0.19608,-0.493293,0.0344361,0.281785
19,10,0.137887,-0.205425,0.0344883,0.0612122
19,11,0.157546,-0.209269,0.0344865,0.0686141
19,12,0.0736299,-0.217286,0.0344903,0.0526347
19,13,0.129197,-0.20576,0.0344888,0.0590287
19,14,0.114935,-0.222769,0.0344879,0.0628361
19,15,0.191237,-0.21019,0.0344837,0.0807515
19,16,0.236076,0.546448,0.034419,0.354337
19,17,0.159225,-0.209947,0.0344863,0.0694306
19,18,0.16566,-0.213426,0.0344855,0.0729939
19,19,0.151034,-0.210446,0.0344869,0.0670987
19,20,0.147259,-0.209034,0.0344873,0.0653805
19,21,0.158363,-0.206135,0.0344868,0.0675704
19,22,0.128708,-0.202895,0.0344891,0.0577322
19,23,0.166046,-0.218392,0.0344849,0.0752662
19,24,0.156033,-0.205032,0.034487,0.0663846
19,25,0.11331,-0.194032,0.0344908,0.0504875
19,26,0.226862,-0.192422,0.0344818,0.0884927
19,27,9.7965,7.06685,0,145.912
19,28,0.178845,-0.243136,0.0344812,0.0911008
19,29,0.057409,-0.203735,0.0344922,0.0448038
20,0,0.117859,-0.226652,0.0344832,0.0652616
20,1,0.12653,-0.225432,0.0344828,0.0668295
20,2,0.133224,-0.193654,0.0344855,0.0552503
20,3,0.119873,-0.192791,0.0344864,0.0515378
20,4,0.138242,-0.194009,0.0344852,0.0567506
20,5,0.0969322,-0.209063,0.034486,0.0531031
20,6,0.145737,-0.20237,0.0344839,0.062193
20,7,0.152863,-0.201769,0.0344835,0.0640779
20,8,0.193854,-0.0458954,0.0344892,0.0396857
20,9,0.17864,-0.41407,0.0344505,0.203366
20,10,0.133024,-0.215049,0.0344835,0.0639414
20,11,0.1848,-0.196216,0.0344814,0.0726518
20,12,0.132822,-0.204497,0.0344845,0.0594608
20,13,0.10897,-0.21518,0.0344848,0.0581769
20,14,0.124466,-0.208501,0.0344847,0.0589644
20,15,0.118489,-0.204076,0.0344854,0.0556868
20,16,0.220793,0.284511,0.0344679,0.129696
20,17,0.118497,-0.192592,0.0344865,0.0511333
20,18,0.127188,-0.197719,0.0344855,0.0552695
20,19,0.11843,-0.19664,0.0344861,0.052693
20,20,0.154209,-0.202525,0.0344833,0.0647969
20,21,0.1382,-0.205957,0.0344841,0.0615175
20,22,0.130154,-0.209158,0.0344843,0.0606874
20,23,0.129666,-0.196782,0.0344855,0.0555363
20,24,0.146762,-0.211735,0.0344829,0.0663709
20,25,0.111305,-0.212136,0.034485,0.0573906
20,26,0.260707,-0.18475,0.0344745,0.102101
20,27,9.7965,7.06685,0,145.912
20,28,0.104328,-0.183628,0.0344881,0.0446037
20,29,0.106003,-0.207692,0.0344857,0.0543725
21,0,0.0998782,-0.210923,0.0344836,0.0544642
21,1,0.102927,-0.219788,0.0344826,0.0589006
21,2,0.111754,-0.199913,0.0344841,0.052454
21,3,0.10164,-0.207349,0.0344839,0.0533243
21,4,0.104194,-0.201194,0.0344844,0.0513354
21,5,0.0886924,-0.192171,0.0344859,0.0447961
21,6,0.109683,-0.195822,0.0344846,0.0503768
21,7,0.139213,-0.186983,0.0344837,0.0543428
21,8,0.162573,-0.121916,0.0344868,0.0412936
21,9,0.157878,-0.373241,0.0344577,0.164234
21,10,0.113962,-0.19604,0.0344844,0.0514192
21,11,0.175313,-0.185815,0.0344811,0.0652619
21,12,0.173759,-0.192817,0.0344806,0.0673704
21,13,0.128764,-0.196491,0.0344835,0.0551887
21,14,0.130952,-0.180759,0.0344847,0.0498224
21,15,0.0847309,-0.193279,0.034486,0.0445361
21,16,0.203907,0.015174,0.0344866,0.0418082
21,17,0.11467,-0.191431,0.0344848,0.0497952
21,18,0.118315,-0.190172,0.0344847,0.050164
21,19,0.127198,-0.195915,0.0344836,0.0545621
21,20,0.127413,-0.191706,0.034484,0.0529851
21,21,0.117316,-0.197234,0.0344841,0.0526642
21,22,0.130338,-0.189624,0.034484,0.0529452
21,23,0.114265,-0.205672,0.0344834,0.0553575
21,24,0.123964,-0.199208,0.0344835,0.0550509
21,25,0.134485,-0.195778,0.0344832,0.0564151
21,26,0.249605,-0.181242,0.034474,0.0951515
21,27,9.7965,7.06685,0,145.912
21,28,0.119385,-0.159775,0.0344871,0.0397808
21,29,0.17325,-0.207099,0.0344793,0.0729056
22,0,0.10001,-0.189807,0.0344845,0.0460288
22,1,0.0954399,-0.192313,0.0344845,0.046093
22,2,0.101512,-0.189443,0.0344845,0.0461936
22,3,0.109575,-0.198129,0.0344833,0.0512615
22,4,0.0973763,-0.189955,0.0344846,0.0455649
22,5,0.116,-0.178646,0.0344847,0.0453705
22,6,0.1122,-0.190277,0.0344838,0.0487944
22,7,0.111212,-0.18821,0.0344841,0.0477912
22,8,0.142127,-0.173198,0.0344835,0.0501977
22,9,0.136658,-0.326776,0.0344657,0.125458
22,10,0.100282,-0.195131,0.034484,0.0481327
22,11,0.136768,-0.182493,0.0344831,0.0520091
22,12,0.17371,-0.180689,0.0344805,0.0628238
22,13,0.125696,-0.176518,0.0344843,0.0469581
22,14,0.118815,-0.170686,0.0344852,0.0432506
22,15,0.0937844,-0.184339,0.0344853,0.0427763
22,16,0.187748,-0.207174,0.0344769,0.0781705
22,17,0.11638,-0.197962,0.0344829,0.0527334
22,18,0.115201,-0.193001,0.0344834,0.0505204
22,19,0.115194,-0.192191,0.0344835,0.050207
22,20,0.112673,-0.189001,0.0344839,0.0484164
22,21,0.0991448,-0.182791,0.0344852,0.0432422
22,22,0.119094,-0.178061,0.0344845,0.0458893
22,23,0.107054,-0.188607,0.0344843,0.0470333
22,24,0.108538,-0.177957,0.0344851,0.0434491
22,25,0.109313,-0.185268,0.0344844,0.0462735
22,26,0.215508,-0.179349,0.0344768,0.0786101
22,27,9.7965,7.06685,0,145.912
22,28,0.129795,-0.174461,0.0344842,0.0472834
22,29,0.170102,-0.197723,0.0344793,0.0680289
23,0,0.112104,-0.174117,0.0344842,0.0428841
23,1,0.105339,-0.175601,0.0344844,0.041932
23,2,0.105887,-0.181909,0.0344839,0.0443028
23,3,0.114186,-0.177257,0.0344839,0.0444583
23,4,0.104864,-0.18446,0.0344837,0.0450218
23,5,0.126886,-0.191399,0.0344819,0.0527335
23,6,0.112855,-0.178305,0.0344838,0.0445291
23,7,0.0872599,-0.184537,0.0344845,0.041668
23,8,0.117405,-0.197595,0.0344819,0.0528277
23,9,0.118355,-0.274327,0.0344733,0.0892629
23,10,0.10434,-0.177825,0.0344843,0.0425085
23,11,0.0893886,-0.180147,0.0344848,0.0404434
23,12,0.151375,-0.173185,0.0344819,0.0529076
23,13,0.106486,-0.171477,0.0344847,0.0407438
23,14,0.099766,-0.182232,0.0344842,0.0431619
23,15,0.117721,-0.181088,0.0344833,0.0466511
23,16,0.166457,-0.268683,0.0344707,0.0998984
23,17,0.108217,-0.181195,0.0344838,0.0445423
23,18,0.104496,-0.180854,0.034484,0.0436276
23,19,0.0952074,-0.177974,0.0344847,0.0407393
23,20,0.0939613,-0.177753,0.0344848,0.0404249
23,21,0.0993112,-0.179447,0.0344844,0.0420639
23,22,0.108297,-0.176016,0.0344843,0.0427098
23,23,0.104593,-0.177583,0.0344843,0.0424755
23,24,0.11059,-0.171565,0.0344845,0.0416647
23,25,0.111846,-0.181905,0.0344836,0.0455989
23,26,0.178447,-0.179435,0.0344792,0.0640401
23,27,9.7965,7.06685,0,145.912
23,28,0.122144,-0.191695,0.0344821,0.0516663
23,29,0.149228,-0.188658,0.0344807,0.0578608
24,0,0.104871,-0.17828,0.0344834,0.0427817
24,1,0.110486,-0.170079,0.0344838,0.0411341
24,2,0.108171,-0.170558,0.0344838,0.0407909
24,3,0.10468,-0.180286,0.0344832,0.0434608
24,4,0.109053,-0.16898,0.0344839,0.040447
24,5,0.116329,-0.192103,0.0344816,0.0504362
24,6,0.103109,-0.16982,0.0344842,0.0394705
24,7,0.0812543,-0.176972,0.0344845,0.0379213
24,8,0.100601,-0.185173,0.034483,0.0444096
24,9,0.111349,-0.240621,0.0344769,0.0702973
24,10,0.110159,-0.164662,0.0344842,0.0392485
24,11,0.101047,-0.177905,0.0344836,0.0418609
24,12,0.124,-0.173301,0.0344828,0.0454091
24,13,0.0892814,-0.178805,0.034484,0.0399426
24,14,0.103839,-0.18283,0.034483,0.0442096
24,15,0.101028,-0.175664,0.0344838,0.0410646
24,16,0.15349,-0.282701,0.034469,0.103479
24,17,0.0971002,-0.16145,0.0344851,0.0354946
24,18,0.0986199,-0.169477,0.0344844,0.0384483
24,19,0.0990271,-0.166629,0.0344846,0.0375715
24,20,0.0979109,-0.171612,0.0344843,0.0390371
24,21,0.110547,-0.178307,0.0344831,0.0440141
24,22,0.103357,-0.180306,0.0344833,0.0431931
24,23,0.107138,-0.169267,0.034484,0.04013
24,24,0.102077,-0.183638,0.0344831,0.0441427
24,25,0.106943,-0.172087,0.0344838,0.0410509
24,26,0.160148,-0.179442,0.0344798,0.0578469
24,27,9.7965,7.06685,0,145.912
24,28,0.102781,-0.18226,0.0344831,0.0437824
24,29,0.113228,-0.180582,0.0344828,0.0454306
25,0,0.0961484,-0.174694,0.0344833,0.0397626
25,1,0.106123,-0.172108,0.0344831,0.0408835
25,2,0.103377,-0.170117,0.0344834,0.0396265
25,3,0.0970335,-0.173949,0.0344834,0.0396736
25,4,0.10565,-0.164863,0.0344837,0.0383418
25,5,0.104329,-0.182333,0.0344823,0.0441301
25,6,0.0943278,-0.173542,0.0344835,0.0390147
25,7,0.0937849,-0.173797,0.0344835,0.0390009
25,8,0.0899017,-0.165753,0.0344843,0.0355564
25,9,0.108105,-0.209651,0.0344796,0.0556403
25,10,0.107935,-0.170992,0.0344831,0.0408881
25,11,0.115594,-0.173671,0.0344825,0.0435236
25,12,0.0848755,-0.173721,0.0344839,0.0373828
25,13,0.0919966,-0.179511,0.0344831,0.0406875
25,14,0.104164,-0.171256,0.0344832,0.0401789
25,15,0.098683,-0.17051,0.0344836,0.0388119
25,16,0.134779,-0.272071,0.034471,0.0921882
25,17,0.0942677,-0.15407,0.034485,0.032624
25,18,0.0987774,-0.16862,0.0344837,0.0381898
25,19,0.105276,-0.165467,0.0344837,0.0384625
25,20,0.104799,-0.172004,0.0344832,0.040568
25,21,0.105488,-0.172888,0.034483,0.041018
25,22,0.100568,-0.175123,0.0344831,0.040782
25,23,0.102694,-0.167795,0.0344836,0.0387011
25,24,0.0971972,-0.183333,0.0344826,0.0430584
25,25,0.0989299,-0.165295,0.034484,0.0371097
25,26,0.146966,-0.177762,0.0344802,0.0531984
25,27,9.7965,7.06685,0,145.912
25,28,0.0984831,-0.17236,0.0344834,0.0394068
25,29,0.0893471,-0.169122,0.0344841,0.0365852
26,0,0.093602,-0.165834,0.0344836,0.0362622
26,1,0.0930141,-0.170142,0.0344833,0.0375999
26,2,0.0962372,-0.172443,0.0344829,0.0389981
26,3,0.0974408,-0.165604,0.0344834,0.0369194
26,4,0.0964057,-0.168898,0.0344832,0.0378206
26,5,0.0982911,-0.171565,0.0344829,0.0390957
26,6,0.0980432,-0.17237,0.0344829,0.039324
26,7,0.10966,-0.168969,0.0344826,0.0405759
26,8,0.0899381,-0.166166,0.0344837,0.0356999
26,9,0.105448,-0.188741,0.0344811,0.0467425
26,10,0.097749,-0.174366,0.0344827,0.0399583
26,11,0.114093,-0.168064,0.0344824,0.0412629
26,12,0.0557509,-0.1712,0.0344845,0.0324174
26,13,0.0983167,-0.171797,0.0344829,0.0391805
26,14,0.0983337,-0.159327,0.0344839,0.0350547
26,15,0.0991039,-0.168402,0.0344831,0.0381809
26,16,0.116046,-0.261628,0.0344728,0.0819159
26,17,0.0949763,-0.160161,0.034484,0.0346721
26,18,0.0980776,-0.169692,0.0344831,0.0384147
26,19,0.101721,-0.170431,0.0344828,0.0393938
26,20,0.1006,-0.16879,0.034483,0.0386105
26,21,0.0939513,-0.166885,0.0344835,0.0366775
26,22,0.0956886,-0.164874,0.0344836,0.0363397
26,23,0.0953913,-0.170809,0.0344831,0.0382751
26,24,0.0930104,-0.172365,0.0344831,0.0383605
26,25,0.0977756,-0.169416,0.0344831,0.038262
26,26,0.129187,-0.175453,0.0344809,0.0474732
26,27,9.7965,7.06685,0,145.912
26,28,0.0976923,-0.163628,0.0344836,0.0363179
26,29,0.0773625,-0.161594,0.0344846,0.0320974
27,0,0.0951933,-0.162265,0.0344833,0.0353916
27,1,0.0850092,-0.166776,0.0344834,0.0350407
27,2,0.0928127,-0.167451,0.034483,0.0366541
27,3,0.0945842,-0.16733,0.0344829,0.0369456
27,4,0.0907068,-0.170171,0.0344829,0.0371859
27,5,0.0901848,-0.166231,0.0344832,0.0357661
27,6,0.0975722,-0.165508,0.034483,0.0369131
27,7,0.106733,-0.164248,0.0344826,0.0383692
27,8,0.0949618,-0.167542,0.0344829,0.0370882
27,9,0.100612,-0.166586,0.0344827,0.0378738
27,10,0.0937323,-0.169871,0.0344828,0.037642
27,11,0.105604,-0.162593,0.0344828,0.0375888
27,12,0.0581498,-0.168283,0.0344842,0.0317006
27,13,0.0992576,-0.167204,0.0344827,0.0378094
27,14,0.0938861,-0.155549,0.0344839,0.0330102
27,15,0.0925417,-0.165821,0.0344832,0.0360605
27,16,0.103905,-0.247066,0.0344747,0.0718379
27,17,0.0956121,-0.171991,0.0344825,0.0387225
27,18,0.0935951,-0.167267,0.034483,0.0367383
27,19,0.097186,-0.166886,0.0344829,0.0372961
27,20,0.0901656,-0.16706,0.0344832,0.0360387
27,21,0.0924881,-0.165157,0.0344832,0.035831
27,22,0.0928219,-0.160455,0.0344836,0.0343618
27,23,0.0917577,-0.169638,0.0344829,0.0371964
27,24,0.0913621,-0.166966,0.0344831,0.0362246
27,25,0.0953747,-0.167389,0.0344829,0.0371153
27,26,0.118459,-0.171755,0.0344814,0.0435323
27,27,9.7965,7.06685,0,145.912
27,28,0.0939752,-0.162346,0.0344834,0.0351874
27,29,0.0794135,-0.163438,0.0344839,0.0330186
28,0,0.0933925,-0.164674,0.0344828,0.0358397
28,1,0.081607,-0.165695,0.0344832,0.0341145
28,2,0.0903812,-0.161698,0.0344831,0.0343149
28,3,0.091645,-0.165232,0.0344828,0.0357005
28,4,0.0883345,-0.165567,0.0344829,0.0352153
28,5,0.0875771,-0.162655,0.0344832,0.0341263
28,6,0.0921162,-0.160713,0.0344831,0.0343141
28,7,0.100967,-0.160389,0.0344828,0.0359189
28,8,0.09597,-0.165008,0.0344826,0.0364377
28,9,0.0908566,-0.151879,0.0344839,0.0313221
28,10,0.0923203,-0.162267,0.034483,0.0348537
28,11,0.0971559,-0.160806,0.0344829,0.0352978
28,12,0.064177,-0.165529,0.0344838,0.0315184
28,13,0.0947087,-0.161918,0.0344829,0.0351872
28,14,0.092469,-0.157558,0.0344834,0.033375
28,15,0.0870054,-0.164671,0.0344831,0.0346864
28,16,0.0998687,-0.227375,0.0344767,0.0616731
28,17,0.0927928,-0.172046,0.0344822,0.0382102
28,18,0.0898206,-0.16519,0.0344829,0.0353555
28,19,0.0923475,-0.162115,0.034483,0.0348093
28,20,0.0816654,-0.164325,0.0344833,0.0336721
28,21,0.0915568,-0.165578,0.0344828,0.0357987
28,22,0.0899453,-0.164148,0.034483,0.0350347
28,23,0.0882002,-0.165332,0.034483,0.0351138
28,24,0.0916768,-0.161454,0.0344831,0.0344721
28,25,0.0903905,-0.163918,0.034483,0.0350396
28,26,0.109908,-0.169989,0.0344816,0.0409761
28,27,9.7965,7.06685,0,145.912
28,28,0.0925595,-0.164997,0.0344828,0.0357914
28,29,0.0854036,-0.164374,0.0344831,0.0343125
29,0,0.0894448,-0.164388,0.0344826,0.0350238
29,1,0.0834801,-0.163009,0.034483,0.033541
29,2,0.090295,-0.157403,0.0344831,0.0329288
29,3,0.0874571,-0.161124,0.034483,0.0336098
29,4,0.0892138,-0.159313,0.034483,0.0333397
29,5,0.0863296,-0.161697,0.034483,0.0335986
29,6,0.0861139,-0.159076,0.0344832,0.0327208
29,7,0.0939327,-0.158229,0.0344829,0.0338598
29,8,0.0930421,-0.161292,0.0344827,0.034672
29,9,0.0879178,-0.146196,0.034484,0.0291028
29,10,0.0887618,-0.157926,0.0344831,0.0328192
29,11,0.0914499,-0.160475,0.0344828,0.0341152
29,12,0.0729654,-0.162756,0.0344834,0.0318134
29,13,0.0891357,-0.158762,0.0344831,0.0331507
29,14,0.0902936,-0.16137,0.0344828,0.0341934
29,15,0.0877936,-0.163228,0.0344828,0.0343511
29,16,0.0974351,-0.208167,0.0344784,0.0528272
29,17,0.0898039,-0.167337,0.0344824,0.0360663
29,18,0.0860024,-0.160881,0.034483,0.0332792
29,19,0.0904208,-0.160926,0.0344828,0.0340732
29,20,0.077751,-0.162461,0.0344832,0.0324387
29,21,0.0886781,-0.162677,0.0344828,0.0343276
29,22,0.086617,-0.164289,0.0344828,0.0344932
29,23,0.0886426,-0.160007,0.034483,0.0334597
29,24,0.0903438,-0.158767,0.034483,0.0333689
29,25,0.0885948,-0.159388,0.034483,0.0332536
29,26,0.0999137,-0.166403,0.034482,0.0376727
29,27,9.7965,7.06685,0,145.912
29,28,0.0897111,-0.165816,0.0344825,0.0355432
29,29,0.0933971,-0.164012,0.0344825,0.0356231
30,0,0.0855207,-0.161503,0.0344828,0.0333969
30,1,0.0852699,-0.160061,0.0344829,0.0328904
30,2,0.088903,-0.155569,0.0344831,0.0321054
30,3,0.087457,-0.158486,0.0344829,0.0327664
30,4,0.0890636,-0.156934,0.034483,0.0325607
30,5,0.0865269,-0.159309,0.0344829,0.0328661
30,6,0.0844822,-0.159531,0.034483,0.0325874
30,7,0.0844044,-0.15756,0.0344831,0.0319494
30,8,0.0895898,-0.158047,0.0344829,0.0330053
30,9,0.0850015,-0.14478,0.034484,0.0281866
30,10,0.0848233,-0.158047,0.0344831,0.0321737
30,11,0.0859122,-0.159638,0.0344829,0.0328652
30,12,0.0812847,-0.159481,0.0344831,0.0320415
30,13,0.0859611,-0.15695,0.0344831,0.0320227
30,14,0.0874543,-0.163329,0.0344825,0.0343247
30,15,0.0886548,-0.160259,0.0344827,0.0335427
30,16,0.0944852,-0.204247,0.0344787,0.0506445
30,17,0.087955,-0.161408,0.0344827,0.0337887
30,18,0.0852256,-0.159248,0.0344829,0.0326233
30,19,0.0865418,-0.159168,0.0344829,0.0328239
30,20,0.0796648,-0.161223,0.034483,0.0323392
30,21,0.0865106,-0.158423,0.034483,0.032582
30,22,0.0842373,-0.161667,0.0344828,0.033232
30,23,0.0890849,-0.155592,0.0344831,0.032145
30,24,0.0880488,-0.15712,0.034483,0.0324393
30,25,0.0879714,-0.157516,0.034483,0.0325503
30,26,0.0906625,-0.163077,0.0344824,0.0348138
30,27,9.7965,7.06685,0,145.912
30,28,0.0888213,-0.163631,0.0344825,0.0346644
30,29,0.0941032,-0.161865,0.0344824,0.0350556
31,0,0.0848499,-0.157324,0.0344829,0.0319504
31,1,0.0870896,-0.156354,0.0344829,0.0320311
31,2,0.088081,-0.156512,0.0344828,0.0322543
31,3,0.0862552,-0.157342,0.0344828,0.0321966
31,4,0.0869684,-0.156422,0.0344829,0.0320313
31,5,0.086407,-0.156811,0.0344829,0.0320558
31,6,0.0853394,-0.158522,0.0344828,0.0324119
31,7,0.0813849,-0.158079,0.034483,0.0316125
31,8,0.0852852,-0.154374,0.0344831,0.0311048
31,9,0.0846252,-0.145605,0.0344838,0.0283623
31,10,0.0820039,-0.158311,0.0344829,0.0317871
31,11,0.0834516,-0.157642,0.0344829,0.0318152
31,12,0.0862776,-0.156934,0.0344829,0.0320721
31,13,0.0844251,-0.156378,0.034483,0.0315816
31,14,0.0853179,-0.161186,0.0344826,0.0332599
31,15,0.0876545,-0.156917,0.0344828,0.0323063
31,16,0.0916407,-0.199704,0.034479,0.0482796
31,17,0.0863374,-0.153668,0.0344831,0.031068
31,18,0.0857649,-0.157406,0.0344829,0.0321322
31,19,0.0861707,-0.157118,0.0344829,0.0321113
31,20,0.0827936,-0.15925,0.0344828,0.0322154
31,21,0.0851755,-0.156282,0.034483,0.0316789
31,22,0.0827116,-0.157009,0.034483,0.031493
31,23,0.0874108,-0.156049,0.0344829,0.0319919
31,24,0.0866229,-0.156792,0.0344829,0.0320874
31,25,0.0860217,-0.15681,0.0344829,0.031989
31,26,0.0882384,-0.160349,0.0344825,0.0334979
31,27,9.7965,7.06685,0,145.912
31,28,0.0872003,-0.160924,0.0344825,0.0335005
31,29,0.0920722,-0.158404,0.0344825,0.0335691
32,0,0.0847995,-0.156125,0.0344828,0.0315661
32,1,0.0864126,-0.153392,0.034483,0.0309964
32,2,0.0858633,-0.156974,0.0344827,0.0320135
32,3,0.0849183,-0.155297,0.0344829,0.0313282
32,4,0.0848423,-0.156261,0.0344828,0.0316157
32,5,0.0857569,-0.155364,0.0344829,0.0314923
32,6,0.0859246,-0.156397,0.0344828,0.0318432
32,7,0.0813598,-0.157455,0.0344829,0.0314114
32,8,0.0834107,-0.15516,0.034483,0.031032
32,9,0.0845245,-0.147191,0.0344835,0.0288096
32,10,0.0827832,-0.157564,0.0344828,0.0316796
32,11,0.0841121,-0.155925,0.0344829,0.0313874
32,12,0.0874412,-0.15529,0.0344828,0.031761
32,13,0.0842446,-0.156154,0.0344829,0.0314812
32,14,0.0834818,-0.157534,0.0344828,0.0317862
32,15,0.0856647,-0.153308,0.034483,0.0308419
32,16,0.0903002,-0.193573,0.0344795,0.0456248
32,17,0.0851638,-0.149082,0.0344833,0.0294784
32,18,0.085745,-0.15492,0.0344829,0.0313524
32,19,0.0857729,-0.155304,0.0344829,0.0314763
32,20,0.0861408,-0.156978,0.0344827,0.0320622
32,21,0.0845029,-0.154303,0.034483,0.0309503
32,22,0.0836648,-0.154686,0.034483,0.0309276
32,23,0.0847626,-0.156935,0.0344828,0.0318132
32,24,0.0854957,-0.156085,0.0344828,0.0316721
32,25,0.0847616,-0.156584,0.0344828,0.0317032
32,26,0.0861628,-0.156561,0.0344827,0.0319355
32,27,9.7965,7.06685,0,145.912
32,28,0.0857271,-0.157461,0.0344827,0.0321432
32,29,0.0889617,-0.157544,0.0344826,0.0327343
33,0,0.0847916,-0.154859,0.0344828,0.0311708
33,1,0.0850964,-0.15131,0.034483,0.0301361
33,2,0.0850446,-0.156422,0.0344827,0.0317006
33,3,0.0838787,-0.154805,0.0344828,0.0310001
33,4,0.0834865,-0.15522,0.0344828,0.0310634
33,5,0.0844896,-0.154206,0.0344829,0.0309181
33,6,0.0848362,-0.153623,0.0344829,0.0307972
33,7,0.0827599,-0.15665,0.0344827,0.0313885
33,8,0.0839478,-0.155662,0.0344828,0.0312779
33,9,0.0844979,-0.150214,0.0344831,0.0297041
33,10,0.0841081,-0.155876,0.0344828,0.0313714
33,11,0.084424,-0.154106,0.0344829,0.0308762
33,12,0.0859532,-0.154452,0.0344828,0.0312434
33,13,0.0845582,-0.155352,0.0344828,0.0312844
33,14,0.0828783,-0.153415,0.034483,0.0304049
33,15,0.0838696,-0.152227,0.034483,0.0302072
33,16,0.0892601,-0.187694,0.03448,0.0431963
33,17,0.0843926,-0.148117,0.0344833,0.0290608
33,18,0.0852827,-0.155368,0.0344827,0.0314123
33,19,0.0848142,-0.153754,0.0344829,0.0308337
33,20,0.0861386,-0.153962,0.0344828,0.0311243
33,21,0.0840664,-0.153085,0.034483,0.0305023
33,22,0.084716,-0.154148,0.0344829,0.0309386
33,23,0.084059,-0.156049,0.0344827,0.0314173
33,24,0.0843603,-0.15501,0.0344828,0.0311448
33,25,0.0847227,-0.15506,0.0344828,0.0312215
33,26,0.0838572,-0.153924,0.0344829,0.0307245
33,27,9.7965,7.06685,0,145.912
33,28,0.0848317,-0.153899,0.0344829,0.0308814
33,29,0.0871073,-0.155808,0.0344826,0.0318637
34,0,0.0843518,-0.15303,0.0344829,0.0305334
34,1,0.0841416,-0.150821,0.034483,0.0298268
34,2,0.0839257,-0.155157,0.0344827,0.0311172
34,3,0.0833185,-0.153865,0.0344828,0.0306164
34,4,0.0837689,-0.154136,0.0344828,0.0307753
34,5,0.0834771,-0.153251,0.0344829,0.0304543
34,6,0.0836456,-0.153662,0.0344828,0.0306087
34,7,0.0835045,-0.155303,0.0344827,0.031092
34,8,0.084209,-0.15481,0.0344827,0.0310572
34,9,0.0844413,-0.152344,0.0344829,0.0303391
34,10,0.084408,-0.153389,0.0344828,0.0306529
34,11,0.0848318,-0.152598,0.0344829,0.0304827
34,12,0.0838327,-0.153499,0.0344828,0.0305898
34,13,0.0846096,-0.154181,0.0344828,0.0309306
34,14,0.0833774,-0.153706,0.0344828,0.0305772
34,15,0.0826108,-0.151561,0.034483,0.0297953
34,16,0.0888193,-0.183534,0.0344802,0.0415738
34,17,0.0840903,-0.148299,0.0344832,0.0290639
34,18,0.0844619,-0.154523,0.0344827,0.0310111
34,19,0.0842271,-0.153266,0.0344828,0.0305848
34,20,0.0852689,-0.153429,0.0344828,0.0308112
34,21,0.0841766,-0.152648,0.0344829,0.0303871
34,22,0.0842402,-0.153726,0.0344828,0.0307282
34,23,0.0835433,-0.154215,0.0344828,0.0307616
34,24,0.0838242,-0.153169,0.0344829,0.0304871
34,25,0.0846125,-0.15308,0.0344828,0.0305928
34,26,0.0840469,-0.15266,0.0344829,0.0303691
34,27,9.7965,7.06685,0,145.912
34,28,0.0841354,-0.15193,0.0344829,0.0301615
34,29,0.0848245,-0.154254,0.0344827,0.0309895
35,0,0.0837247,-0.15127,0.0344829,0.0298924
35,1,0.0839809,-0.151364,0.0344829,0.0299639
35,2,0.0832643,-0.15366,0.0344828,0.0305442
