iter,agent,mass,fitness,x1,x2
555,19,0.018164162898955737,17.244048676559448,0.1634769520822537,0.43347129180544464
555,20,0.02294902127792182,0.8388626792176455,0.5458952371157997,0.37754100539898816
555,21,0.022006051973207503,4.071891874318947,0.6953403241496967,0.2840219934698896
555,22,0.02263216659200852,1.9252187727202907,-0.12551493434239946,-0.06539000320987948
555,23,0.022561283695671785,2.1682452128645133,0.5706807358528858,0.18482444576405022
555,24,0.022947420572891158,0.8443507964564583,0.35268724617130953,0.18960615889337024
555,25,0.015917989625118818,24.945194127705523,0.10442144270850034,0.5022604614994791
555,26,0.021624962429761457,5.378481191435865,0.2289265473605533,0.2711292633574054
555,27,0.022149670887307255,3.5794854514037056,0.054932833610513876,-0.16088276519486633
555,28,0.022684009752473998,1.7474712569599642,0.5042430239773025,0.13171730941099785
555,29,0.02068218343473796,8.610857897868167,0.6627202989493517,0.14770033356456352
555,30,0.01736582516554523,19.98119949023214,0.3199525646394483,0.5441697678372206
555,31,0.020369724118193298,9.682144192787757,0.19216235014324146,0.33741834082283667
555,32,0.017747473919651084,18.672692884418414,0.1910023718752104,0.4609605948333346
555,33,0.01572287620611628,25.614152678994046,-0.07997463207550184,0.5008431833804916
555,34,0.021377082354079494,6.228353522971085,0.08983085936098589,0.24044741481796078
555,35,0.020638632901078487,8.760173624349838,0.3724473833388269,0.4279635112023845
555,36,0.02301350825957512,0.6177650322987549,0.5251800724050121,0.21317936819822458
555,37,0.019787773881642,11.677396949648665,0.2604655625593356,0.40146613584885726
555,38,0.02294756381969736,0.8438596658287248,0.08383719745441776,0.013740892196573928
555,39,0.022064416811156458,3.8717843797133873,0.0588578060218794,0.1762657387314226
555,40,0.022349045107268713,2.8959184777351172,0.5153893933914138,0.42875412258616347
555,41,0.019477362847998805,12.741660578626561,-0.17845085607874944,0.368785565730381
555,42,0.0060251580084165444,58.863385609780906,0.07253437022398199,0.7668595089910692
555,43,0.021113037535859046,7.133647684566899,0.26366389793370226,-0.18721967542560092
555,44,0.01989467275958161,11.310887465644802,-0.09336021477650225,0.32676409631174874
555,45,0.016873094128872265,21.670558644270397,0.3010442913275557,0.5508669461675755
555,46,0.021159185954582955,6.97542494677868,0.4965985792121404,0.5058785803577824
555,47,2.311025447690981e-08,79.52101640319327,1.0967381476102624,0.3111414662446804
555,48,0.009995307462214147,45.2514800802241,0.31000138453284615,0.7652449534387378
555,49,0.020363340756377885,9.70402994772056,-0.17794249915321714,0.3200466361231099
1111,0,0.024108261400763813,0.8677794070717282,0.17801290424899385,0.07551970420548092
1111,1,0.016511934961457222,3.807721752020922,0.22032447472932937,-0.13033775159764638
1111,2,0.024302669755214504,0.7925391764118079,0.11331309475962165,0.020793163980939902
1111,3,0.018676983262080483,2.9698013139356347,0.14514351125511973,-0.12856697025247238
1111,4,0.02133714642345122,1.940260734673531,0.2055914376197224,-0.07215137991001375
1111,5,0.00836922725823315,6.959125443071046,0.4078336297795272,-0.09074106801386672
1111,6,0.02274097141219572,1.3969501539233296,-0.040833092603500376,-0.05433414310596715
1111,7,0.00382753083993284,8.716860017111284,0.11126211171956253,0.29392863120358403
1111,8,0.01985068721133409,2.515552544031565,0.20725878817842086,0.18032847013116812
1111,9,0.021444057851020406,1.898883703870429,0.10452109112132761,-0.09381316789764271
1111,10,0.018783388856290925,2.928620051563858,0.04474378075885532,0.14399163959331857
1111,11,0.01980417933823056,2.5335520950781207,0.17452459798220765,0.1665522758386554
1111,12,0.024911930077640473,0.5567422770409298,0.4051902044079264,0.20922836190950336
1111,13,0.02285783666981533,1.3517207759767103,0.0949011547185589,0.0819799817254154
1111,14,0.024732291728664698,0.6262661966816008,0.3207522964872294,0.06227553942916253
1111,15,0.023800846001176185,0.9867558041444734,0.14186908058526065,-0.02990986343427765
1111,16,0.017643576861615,3.3697519032822583,0.24003154429339005,-0.1094836264293953
1111,17,0.024189290812534625,0.836419275203423,0.15115862120896062,0.05689119497348799
1111,18,0.022252952510762945,1.5858240056358905,0.3013296729211159,-0.013970833375168773
1111,19,0.02214169000617158,1.6288849971910568,0.042174121313471175,-0.08256911070014439
1111,20,2.5023791250516667e-08,10.19819709271288,0.26112638139089617,0.3788678984197257
1111,21,0.01922512402578509,2.7576590034275767,0.23400121542340613,-0.09258333974063478
1111,22,0.0208914912782442,2.11273889804722,0.22362747390362392,-0.07287218352116795
1111,23,0.021006038055535525,2.0684068220461564,0.12447023343691976,0.12959167554877338
1111,24,0.02362839345316687,1.0534986636618775,0.018832110626380294,0.030489053399536253
1111,25,0.025023791250516667,0.5134495879336397,0.302580726706803,0.07510640468456631
1111,26,0.024932666076228956,0.5487169978744585,0.2744475420434356,0.09025149975948066
1111,27,0.02246077354012552,1.5053927801908527,-0.22589322961779024,0.056105713148529926
1111,28,0.016982667840057745,3.625537964368447,0.04449640223551557,0.1666781641384322
1111,29,0.024444470287690864,0.7376593087159631,0.15715326162447865,0.04121038000774238
1111,30,0.024619079506287663,0.6700817711163438,0.18236129015437286,0.0293202732282678
1111,31,0.023952301562906512,0.9281392316647776,0.1894074112752414,-0.016190069206625746
1111,32,0.02131590998019445,1.948479696731773,0.1973562781100972,0.1531529484627826
1111,33,0.024645261925137944,0.6599486097144274,0.2889540823701946,0.12278343125648089
1111,34,0.010417078723438663,6.166562710699383,0.09771334083090197,-0.22180554465323757
1111,35,0.02096579034580777,2.0839835547025616,0.28410659012678785,-0.044642138021183594
1111,36,0.022829928027432125,1.3625220231569097,0.38408324592976095,0.04836508237312798
1111,37,0.017737542591513274,3.333385136989468,0.09838823057591556,-0.14907999525709711
1111,38,0.021576844219230472,1.8474925123712356,0.23131717277533015,0.16560666311866584
1111,39,0.02448472949323436,0.7220781269306598,0.1722902990053195,0.04891277387921142
1111,40,0.02032813309095895,2.330770680041692,0.2969070065373766,0.2236687483963664
1111,41,0.02346122815209585,1.118195244456755,0.1344597454431044,0.07882769984432511
1111,42,0.018078643714300503,3.2013716377271306,0.18062116903239664,-0.12643541518395007
1111,43,0.02401509800114317,0.9038356542238909,0.07581346989199494,-0.016549158767885985
1111,44,0.022381435492843736,1.5360983174835066,0.14312493698968695,0.11003157577750008
1111,45,0.0207310481459006,2.1748338544056662,0.2937191530028054,-0.04318952492282835
1111,46,0.008380610219375877,6.954719991338317,0.18280809268056136,0.28415605920255216
1111,47,0.020085440746965038,2.4246978571586095,0.040470813532121036,-0.12099985611593583
1111,48,0.02335974142531527,1.1574727989294875,-0.025102544581129982,0.03328554648829586
1111,49,0.005751260566189629,7.972335077635918,0.19326270695221587,0.30793336355787493
1666,0,0.02125305712465971,0.6566806594294061,0.7497086337356409,0.6391366945132075
1666,1,0.01989859440078043,0.8900041573345081,0.701615136920028,0.5817607629193684
1666,2,0.022658973697084767,0.4144935791519541,0.8397764877122935,0.642868955719102
1666,3,0.02291877142169389,0.3697401040028003,0.8207598061178277,0.6155421795715302
1666,4,0.006280756384744561,3.2358506275174435,0.6956136528462765,0.6611690638556136
1666,5,0.02385476188693888,0.20850379568173788,0.7235462615918251,0.5598616095068972
1666,6,0.021038444822675466,0.6936503686060557,0.737821744686498,0.6234323615205276
1666,7,0.02434777476010085,0.12357603351421337,0.7703695211500984,0.5668523103624501
1666,8,0.014967150300577759,1.7395083680427246,0.738419929362481,0.6745344154056787
1666,9,0.016901334632387105,1.406320421313212,0.67987975603981,0.5764224472533461
1666,10,0.01692526364240299,1.4021983438134917,0.755994230083583,0.6874004621216976
1666,11,0.014887094972980049,1.7532989203641203,0.6995756052399023,0.6183650947277213
1666,12,0.019233935186232145,1.0045001933783073,0.6899342346922366,0.5713171395086069
1666,13,0.018141036533399466,1.192765940407771,0.8268437901569253,0.5758382431931052
1666,14,0.01580743797005086,1.5947580882222046,0.8220006888303564,0.550662161210476
1666,15,0.02172515247550255,0.575356207555301,0.7872024598212128,0.5468815719052879
1666,16,0.02248011965452545,0.44530347158287104,0.7564280133325513,0.6343103189117256
1666,17,0.024645478154800997,0.07229282271405216,0.8001737868764022,0.6582676159524092
1666,18,2.4777566661891277e-08,4.317791107194328,0.6625309402030671,0.643981530222416
1666,19,0.02391225117672701,0.19860053149516071,0.7602334775593779,0.6155198903170578
1666,20,0.013794405424112853,1.9415286465656998,0.6965491237157154,0.6211750276701288
1666,21,0.02477756666189128,0.04953889086785246,0.7931121812679616,0.6208194225092867
1666,22,0.024417778970465126,0.11151691446847445,0.8333948831952009,0.6656057719433499
1666,23,0.023540437763982666,0.2626501391366894,0.7534622248183691,0.6126351878542561
1666,24,0.024678512774218425,0.06660218773492035,0.7449583793262031,0.5589075521248986
1666,25,0.024686030162449954,0.06530722163037664,0.7509805228947405,0.5697132801027815
1666,26,0.024037932512369572,0.17695031673729647,0.7493796568811502,0.5277852937325783
1666,27,0.023905219404450992,0.19981184405104552,0.7544099486684118,0.5317850238365788
1666,28,0.023690575402820813,0.2367870138964473,0.7488344487985539,0.6024307091602529
1666,29,0.02276533263166351,0.3961718946848483,0.7367962867356217,0.6000435615452512
1666,30,0.009649408481469888,2.655557293063623,0.662369555174747,0.5981562294981191
1666,31,0.020219537468491026,0.8347176161352357,0.7719961281183583,0.507505887768089
1666,32,0.01369517709719486,1.958621992819975,0.7241722777362539,0.6616312114996857
1666,33,0.02464513802403348,0.0723514145815316,0.7759538021728478,0.616988763399277
1666,34,0.02441292041359893,0.11235386292250374,0.7766083312576444,0.5781304971257603
1666,35,0.019752806784680086,0.9151179356172763,0.8012378787263863,0.5484080203692088
1666,36,0.018601369987409546,1.1134676254384603,0.8107574068757046,0.5535174159603724
1666,37,0.01904040086938763,1.0378389504919074,0.7112140782242776,0.6035209942290566
1666,38,0.022879904915101192,0.3764353560091357,0.771052769297569,0.6514449978546846
1666,39,0.016616450511261427,1.4553953485642832,0.8079095731367806,0.5336172227645097
1666,40,0.02464693203047395,0.07204237406636957,0.7604228361208124,0.5661411722068306
1666,41,0.02475627696286227,0.05320631335148382,0.8143753039423456,0.6495141500343782
1666,42,0.022786364842707005,0.39254882779431677,0.7338127012417307,0.5951990802721975
1666,43,0.01682998562584576,1.4186111986707473,0.8171968847814411,0.5501164742204195
1666,44,0.020495386274499698,0.7871991372755501,0.719652691865562,0.6020786476527135
1666,45,0.019452859726118717,0.9667876461645287,0.7499922953314064,0.6575822805944987
1666,46,0.01227761608183659,2.202814977068377,0.6721188951737389,0.5964956299001654
1666,47,0.021473838799932456,0.6186481969335407,0.7473646072316474,0.6330403351339612
1666,48,0.02300178765727692,0.35543949747619824,0.7641737887635814,0.5292052560020999
1666,49,0.02259463176156175,0.4255772990606257,0.7956532873955432,0.5711109681829154
2222,0,0.022770991920117865,0.015477271763913378,0.9321565906055704,0.879344017370893
2222,1,0.02363429762527723,0.005029989827149344,0.9447699844598645,0.8970396327080469
2222,2,0.01639613335282683,0.0926225337046889,0.9561708326075181,0.8841459651302295
2222,3,0.02381733483158021,0.0028149676307978513,0.9483073761058025,0.9004820375818365
2222,4,0.023162364598879985,0.010741080756557945,0.9421342132758628,0.8962149171619745
2222,5,0.02264129888324618,0.017046750238729595,0.9518356939888852,0.8938557238504288
2222,6,0.013787639805197937,0.1241891819492737,0.9654943726871666,0.8971082354868237
2222,7,0.02376405867372649,0.0034596883111768454,0.9426231676752796,0.8872438806250131
2222,8,0.021180604302781937,0.034723325308734745,0.9336344583176323,0.889085636519928
2222,9,0.023609164859743435,0.005334133638331122,0.9416046673337303,0.8910058273585
2222,10,0.023828950221114278,0.0026744041565354942,0.9508862213458948,0.9058039913315112
2222,11,0.020243424921739927,0.046064588502704305,0.946524144167064,0.9166937490400665
2222,12,0.015758153366976762,0.10034303959542433,0.926623843704769,0.8894471625795021
2222,13,0.021147419468415588,0.035124911118463664,0.933548797508902,0.8890373833534517
2222,14,0.022801701158467032,0.015105644344819986,0.9508504408959977,0.8928515863916883
2222,15,0.023481407092143948,0.006880192479071714,0.9499054199716839,0.9089314531846671
2222,16,0.017090934904522983,0.08421440242825902,0.9590300437713044,0.8910095689865609
2222,17,0.023710693718087785,0.004105483576710863,0.9483111153809628,0.9030804511648958
2222,18,0.02359901806261951,0.005456924962047957,0.9444859731679921,0.8871802354933291
2222,19,0.019519030754554245,0.05483083440228302,0.954620435019904,0.8883281203075382
2222,20,0.02379240323689955,0.0031166769757093975,0.9500151338179574,0.9000424115291875
2222,21,0.021484504297080882,0.031045683771040958,0.9524950802037154,0.8902795661907585
2222,22,0.022965750846269006,0.013120399338488185,0.9377402321732403,0.8889713780520921
2222,23,0.02192201109044285,0.02575120142001992,0.9329272435109925,0.8849314606286985
2222,24,0.01575699621986758,0.10035704279500901,0.9289508053982821,0.8938217634553818
2222,25,0.023804156206952653,0.002974448572716917,0.9454653284338824,0.8938400212136037
2222,26,0.022432562705387998,0.019572768180525058,0.9434511173079978,0.8773035299652081
2222,27,0.018371137066271154,0.06872205384315494,0.9525124852768285,0.8814988418917327
2222,28,0.014495303575024886,0.11562539871972739,0.9358535853868627,0.9092151416046973
2222,29,0.010333423282991345,0.16599033496199378,0.9596639405364649,0.8804131302505319
2222,30,0.016578409872303548,0.09041671694934406,0.935671626562358,0.904854607988176
2222,31,0.003020089668431015,0.25449253958349716,0.9170157509718133,0.8906779271200861
2222,32,0.018922413924251816,0.06205078464370691,0.9300669937676959,0.8889328038111233
2222,33,2.3828950221114277e-08,0.29104011253690726,0.9256518293659133,0.9102646753816941
2222,34,0.022704193273223726,0.016285634656602276,0.9343021346393274,0.883860965592315
2222,35,0.01696358398181275,0.08575553784125298,0.9543670378095644,0.8818901277441741
2222,36,0.021094577604741045,0.03576437619389728,0.9535349056446861,0.8908970484465072
2222,37,0.023562317045865894,0.005901061803840481,0.9538361271670909,0.9036633585893531
2222,38,0.019586452763942296,0.054014927897078055,0.9410449550270285,0.8630846753350155
2222,39,0.023066382797152143,0.011902603189986349,0.9487660112702141,0.890524871888529
2222,40,0.01815902349214508,0.07128894329872817,0.9335533697255057,0.8973818609904607
2222,41,0.02125890471077762,0.03377577401467305,0.9352680903591697,0.8919268525500533
2222,42,0.023733666963868267,0.0038274731636706934,0.9381383867794909,0.8801819892056812
2222,43,0.023457002685695755,0.0071755220629490715,0.9374665495309226,0.8731294352044527
2222,44,0.017196722565147385,0.08293421453031173,0.9364270110971832,0.904983389609163
2222,45,0.022267984891659143,0.021564404295386835,0.9414442898437018,0.8997842113536313
2222,46,0.02272413312678156,0.016044332797189642,0.9423642555653252,0.8767710046517235
2222,47,0.019697550727059355,0.05267047744766295,0.9442391902618142,0.8693253013925607
2222,48,0.022532724903147613,0.01836065674288843,0.9359632632686237,0.8879687347384165
2222,49,0.02217097012383582,0.02273842715359651,0.9491765078129065,0.8867390715478888
2777,0,0.01828927857506007,0.0031477484303746323,0.9977636172489296,1.0011382567962515
2777,1,0.02156057807933674,0.001514725892597764,0.9970770698702788,0.9980436398082094
2777,2,0.02393395338105265,0.000329944323915921,0.9978977024381568,0.9976040547519098
2777,3,0.021765354164941048,0.001412502307581357,1.0021988384776097,1.0006506224326133
2777,4,0.023612754415629548,0.0004902858484265338,0.996685116675868,0.995570507981316
2777,5,0.024566180465977965,1.433852954390751e-05,0.9981100364652127,0.9965517693717281
2777,6,0.02165636438948243,0.0014669096644982253,0.9990540837611845,0.9942802048694348
2777,7,0.018211571200381894,0.003186539710119896,1.001808705780928,0.9979786369900616
2777,8,0.007688376795243584,0.008439685626760158,1.0034761790094884,0.9977842447793679
2777,9,0.022273109512639427,0.0011590324172872479,0.9993463528757358,0.9952893040404076
2777,10,0.02306305178361027,0.0007646956925845467,0.9982222059941604,0.9992071651566257
2777,11,0.02389588545760939,0.000348947712895723,0.9986721103801732,0.9954826955011965
2777,12,0.02374757786463774,0.0004229824020244691,0.9998070392341654,0.9975575526271344
2777,13,0.01890928856806972,0.002838241370287968,0.9972393987383901,0.9998067759507842
2777,14,0.024322823188792198,0.0001358217253982845,0.9982486030769661,0.9953480828741909
2777,15,0.003201781552801676,0.010679380017081703,0.9933334279290209,0.997023882051263
2777,16,0.022316318015353786,0.0011374628671241087,0.99688893652601,0.9971458015370872
2777,17,0.0207069189999695,0.0019408698498728709,0.9998346128863131,0.9952637537248025
2777,18,0.02403015145263918,0.00028192254578582223,0.9984578266979263,0.9985899893711196
2777,19,0.022288768321671235,0.0011512155885223308,0.9968131249029821,0.9970143630769156
2777,20,2.4574275569386364e-08,0.012277699409704686,0.9942325879486356,0.9995638970714164
2777,21,0.024202409754513477,0.0001959317372670224,0.9996922503872245,0.997985177650162
2777,22,0.019999232312303064,0.002294144843230439,0.9969607712336505,0.9987108504365685
2777,23,0.024574275569386364,1.0297479100720776e-05,0.9976852246693322,0.995598052754474
2777,24,0.02423834448592512,0.0001779932311145106,0.9995442599868345,1.000422090084559
2777,25,0.02267374996846087,0.0009590339478575018,0.9997297841107017,0.9963629318050503
2777,26,0.022123377582211907,0.001233778131243831,1.001148845099415,0.9987883715176676
2777,27,0.01635932038609887,0.004111177555534346,0.9948963215077279,0.9962101927371866
2777,28,0.01982690673791262,0.00238016923398006,1.0008443409656322,0.9968114277229986
2777,29,0.02285349951547144,0.0008693035330667769,0.9967730563927385,0.9964872090927638
2777,30,0.014251950876881343,0.005163169859961675,0.9953273393477001,0.9978468235357563
2777,31,0.022850562194712338,0.0008707698344537391,1.0001395150950647,0.9973282016917304
2777,32,0.013005229913158051,0.0057855290873627145,0.9950241135843989,0.9976629600279043
2777,33,0.01608386344365997,0.004248684804443152,0.9956324402253135,0.9977875006210466
2777,34,0.023808271319475466,0.0003926844181449817,0.9982799745888373,0.9985370554071038
2777,35,0.024111274000964012,0.00024142642197839972,0.99759106938518,0.9936529385402907
2777,36,0.017530648646320517,0.0035264541312265882,0.9990480491312732,1.0040346369311213
2777,37,0.024012422190474312,0.00029077293831500844,0.9984935524941525,0.9986879136101708
2777,38,0.023791942267086585,0.0004008358303090831,0.9993553351202946,0.9967100355154335
2777,39,0.024429971934903632,8.233340460535492e-05,0.9983934826280235,0.9976825887429014
2777,40,0.02435322110851512,0.00012064717841957917,0.9982109544629916,0.9975088369487158
2777,41,0.02328848693597259,0.0006521591656986548,0.9976162709440561,0.9977808152532187
2777,42,0.014108802503493913,0.005234629082720753,0.9957281037771416,0.9986969077489863
2777,43,0.02005438168128451,0.0022666144497665744,1.000203361228382,0.9956459097988523
2777,44,0.012177650734109967,0.006198654039515093,0.9984209779223571,1.0047160187122608
2777,45,0.022264864275424918,0.001163148414059478,0.9966563871500494,0.9967180204387517
2777,46,0.008707179263443868,0.007931102603426854,0.994487044191176,0.9978930748345906
2777,47,0.024465792120050407,6.445207959199017e-05,0.9989555329005815,0.9987081539995534
2777,48,0.017621839260592635,0.003480932060213096,0.9959825396289775,0.9978674676880305
2777,49,0.022190418258016747,0.0012003116343993893,0.9967200112079339,0.9968997708958863
3333,0,0.025006258006414442,7.746685712350433e-06,0.9972167471699195,0.9944426170490719
3333,1,0.023894576417756816,0.00010362720178194139,0.9974023614402641,0.9957957443271569
3333,2,0.02417973613717494,7.903269438069496e-05,0.9979327483540242,0.9950051364131132
3333,3,0.021107400151853643,0.0003440160878427456,0.9977245835459245,0.9972951014339682
3333,4,0.00584504021187515,0.001660366886862476,0.9996228432484702,0.9951712433178241
3333,5,0.023223038202099255,0.0001615461520772753,0.9972674483831685,0.9957836504922992
3333,6,0.02501276502085157,7.185467546402687e-06,0.9981936493606041,0.9965886162858396
3333,7,0.022746781778030137,0.0002026224028554723,0.9975959714858713,0.9966007299861112
3333,8,0.02223547735658031,0.00024672147969317617,0.9967153892268872,0.9949775775766251
3333,9,0.02489635255175932,1.722583137664178e-05,0.9974219446467073,0.9951757965115545
3333,10,0.02452864129457276,4.894025883803229e-05,0.998421349689972,0.9961636629257333
3333,11,0.018290983489758425,0.0005869269049183089,0.9981844500005607,0.9939563512711134
3333,12,0.019055554954907038,0.0005209840059817057,0.998596695546913,0.994917170851063
3333,13,0.01613922568227147,0.0007725121040828879,0.9966910745124444,0.9961527413161723
3333,14,0.02189368576244056,0.0002762003833367449,0.9970402251646198,0.9957245702395153
3333,15,0.02455231749355601,4.68982297172462e-05,0.9981245190160797,0.9969111964922666
3333,16,0.024613512360442135,4.162028369590657e-05,0.9975297574945947,0.9944696457317019
3333,17,0.020049109494528736,0.0004352917331455204,0.9980853762948794,0.9940968574258164
3333,18,0.012788068618037048,0.0010615433087257924,0.9960951413405044,0.9954401795592722
3333,19,0.022077005658047693,0.00026038937560218323,0.9973856451302888,0.9963704646618619
3333,20,0.023842839118688366,0.00010808944977214142,0.9978495813349357,0.9946866087689225
3333,21,0.010201760375501953,0.0012846076929338079,0.9988797578212693,0.9941783792742422
3333,22,0.024736005032487896,3.1055513414271776e-05,0.9981573856163547,0.9968440969278144
3333,23,0.0247455023804638,3.023638441680297e-05,0.9969420109026812,0.9943503751496955
3333,24,0.009058715807401483,0.0013831932089648457,0.9959088679069176,0.9955310335324589
3333,25,0.024848982889085592,2.1311378667825635e-05,0.9978314664710782,0.9960751749380565
3333,26,0.022176154611008313,0.0002518379586545452,0.9972212106688162,0.9960125651290624
3333,27,0.021032591023547157,0.0003504682391619046,0.9984528233060818,0.9950423649313757
3333,28,0.02052395031879922,0.0003943375752765036,0.998876979049645,0.9957726038330023
3333,29,0.021903937756466343,0.0002753161674893623,0.9986592503062341,0.9956664585753634
3333,30,0.02328367035625165,0.00015631673900625217,0.9983347497058205,0.9954331450333794
3333,31,0.006756166714163217,0.0015817838823984469,0.9956938592185937,0.9953600455917835
3333,32,2.5037124523374853e-08,0.002164490979300513,0.9954988014731214,0.9956484470574186
3333,33,0.0242325144742864,7.448065875181328e-05,0.998204602223766,0.9955682880688252
3333,34,0.024987651040428875,9.351502702563845e-06,0.9973698935685186,0.9949027187905158
3333,35,0.010184925613105186,0.0012860596605862183,0.9992684820453416,0.9949520779758336
3333,36,0.024889277733836424,1.7836021561013097e-05,0.9976026035574552,0.9955586399975912
3333,37,0.024435083970691666,5.70094079427149e-05,0.9978617173647236,0.9964521420199959
3333,38,0.008605476857692211,0.0014222842444235142,0.9984408488830613,0.9931160346480876
3333,39,0.013943120091378871,0.0009619222189453238,0.9963457698545769,0.9957847775546004
3333,40,0.024892038441068562,1.759791558099604e-05,0.9974723078969838,0.9952857988117996
3333,41,0.02341302377449774,0.00014516024183715084,0.9986547194182339,0.9961139580835106
